AQI,PM2.5,PM10,SO2,NO2,O3,CO,
85,63,109,7,49,50,1.01,
88,65,112,6,44,43,1.06,
95,71,115,6,44,40,1.09,
94,70,116,6,38,44,1.12,
90,67,115,6,37,44,1.19,
83,61,108,7,41,53,1.32,
74,53,97,8,40,72,1.2,
71,48,91,8,33,89,1.1,
70,48,89,8,25,113,1.06,
66,43,82,7,21,106,0.87,
57,40,63,6,18,120,0.74,
48,30,48,7,15,137,0.62,
47,29,42,6,14,150,0.57,
48,24,37,6,11,153,0.51,
46,25,39,6,12,146,0.52,
42,27,42,6,18,126,0.57,
47,30,47,6,26,115,0.61,
54,37,57,6,32,112,0.73,
60,42,70,7,41,100,0.82,
66,48,78,7,36,89,0.83,
70,51,82,7,33,76,0.91,
66,48,81,8,31,64,0.96,
63,45,76,8,32,53,0.93,
61,44,70,9,37,43,0.9,
61,44,69,9,34,43,0.96,
65,47,68,9,33,40,0.97,
59,42,68,10,34,37,0.97,
57,39,64,10,34,38,0.94,
55,35,59,10,32,45,0.88,
54,34,58,10,29,54,0.91,
55,34,60,10,31,58,1.1,
57,35,63,11,31,66,1.2,
55,35,60,10,26,80,0.9,
50,31,50,8,17,96,0.7,
54,38,50,7,14,94,0.68,
61,44,67,7,18,75,0.82,
70,50,90,7,19,77,0.72,
78,50,106,7,20,79,0.72,
79,44,107,7,18,79,0.63,
74,42,98,7,18,77,0.59,
70,40,89,6,16,72,0.57,
62,29,74,6,14,73,0.5,
59,25,67,6,13,68,0.41,
61,27,72,6,12,67,0.39,
57,23,63,6,11,67,0.38,
49,19,49,6,11,65,0.36,
43,15,43,6,10,72,0.36,
32,12,32,6,9,77,0.33,
28,12,28,6,9,76,0.34,
26,11,26,6,9,75,0.35,
23,8,20,6,9,74,0.35,
24,14,24,6,10,70,0.38,
44,17,44,6,11,65,0.39,
54,20,58,6,13,60,0.4,
58,25,65,6,13,58,0.44,
59,25,68,6,13,59,0.48,
56,25,61,6,11,71,0.47,
56,26,61,6,12,83,0.46,
57,27,63,6,11,97,0.48,
59,32,67,6,13,105,0.44,
63,36,75,6,14,105,0.47,
69,39,87,6,14,107,0.46,
72,38,94,6,15,102,0.46,
68,35,86,6,16,99,0.43,
63,31,75,6,18,95,0.43,
57,28,64,6,19,90,0.46,
55,27,59,6,22,82,0.47,
56,27,61,6,25,78,0.5,
55,27,59,7,29,67,0.51,
54,27,58,7,32,64,0.56,
56,27,61,7,34,58,0.56,
57,27,63,7,39,45,0.58,
57,29,63,7,43,38,0.56,
57,29,63,7,43,33,0.53,
58,30,65,7,38,39,0.52,
57,31,63,7,36,40,0.5,
56,32,62,7,36,38,0.57,
57,32,64,8,35,49,0.6,
62,38,73,9,32,60,0.67,
64,43,78,10,32,85,0.78,
66,38,82,9,22,105,0.7,
62,34,73,8,16,119,0.59,
59,38,68,8,13,127,0.56,
60,40,69,8,13,131,0.59,
59,37,68,7,15,126,0.6,
60,38,69,6,22,115,0.63,
59,37,67,6,29,96,0.7,
59,36,67,6,34,85,0.7,
61,41,71,6,35,82,0.69,
63,45,75,6,30,89,0.63,
62,42,73,6,25,90,0.64,
61,44,72,6,24,88,0.66,
62,43,73,6,23,89,0.69,
61,42,71,6,20,89,0.67,
58,39,66,6,19,89,0.66,
56,36,62,6,19,84,0.64,
53,31,56,6,16,86,0.6,
51,30,52,6,15,84,0.58,
44,25,44,6,14,83,0.52,
35,22,35,6,15,77,0.51,
33,22,33,6,18,72,0.5,
35,23,35,6,19,74,0.51,
36,18,36,6,19,74,0.5,
38,22,38,6,20,74,0.5,
40,22,40,6,20,75,0.5,
37,22,37,6,19,83,0.45,
34,23,34,6,16,98,0.42,
35,19,33,6,14,111,0.41,
38,18,28,6,13,123,0.39,
39,17,26,6,13,126,0.39,
40,17,28,6,16,127,0.37,
39,15,28,6,19,124,0.36,
36,16,27,6,23,115,0.39,
32,17,30,6,31,101,0.41,
36,22,36,7,35,88,0.5,
43,30,42,7,56,54,0.54,
46,29,46,7,60,45,0.59,
48,30,48,8,60,41,0.6,
47,30,47,7,55,39,0.58,
48,29,48,8,53,36,0.57,
49,32,49,8,54,39,0.59,
52,33,53,9,45,40,0.6,
52,32,54,10,43,39,0.62,
54,36,57,10,41,31,0.73,
57,36,64,10,38,34,0.84,
59,34,68,10,29,50,0.89,
57,28,63,10,24,67,0.81,
49,22,49,8,21,84,0.72,
42,19,42,8,17,103,0.64,
40,20,40,8,17,115,0.66,
42,20,37,7,13,133,0.6,
44,20,35,7,13,142,0.59,
42,19,37,7,16,135,0.59,
39,19,37,7,17,124,0.57,
37,20,36,6,19,117,0.61,
38,19,38,6,33,89,0.69,
47,27,47,6,56,62,0.78,
49,27,49,6,59,52,0.81,
51,29,52,6,53,57,0.81,
55,39,59,7,49,61,0.89,
61,44,69,7,44,55,0.98,
63,45,71,6,34,60,0.94,
59,42,66,6,27,67,1,
53,36,56,6,31,56,1.39,
43,24,43,6,25,59,1.13,
32,20,32,6,22,66,1.09,
27,17,27,6,20,75,1.01,
26,17,26,6,24,75,1.16,
31,21,31,6,26,69,1.2,
35,22,35,6,28,59,1.16,
31,17,31,5,24,66,0.9,
24,14,24,7,28,69,0.97,
25,9,16,6,27,80,0.85,
28,10,16,6,23,91,0.66,
28,10,16,6,20,90,0.67,
25,13,17,6,22,81,0.72,
22,15,21,7,28,69,0.92,
22,12,21,6,26,70,0.77,
22,13,20,6,27,69,0.94,
21,13,20,7,26,68,0.92,
24,17,23,6,26,64,0.89,
27,19,27,6,27,56,0.74,
30,17,30,6,27,51,0.74,
32,16,32,6,27,46,0.8,
29,13,29,6,30,37,0.92,
24,13,24,5,24,43,0.8,
21,10,21,6,23,46,0.73,
19,10,19,6,21,49,0.86,
20,12,20,6,21,50,0.94,
25,12,25,6,19,52,1,
27,13,27,6,20,50,1.07,
27,14,27,6,22,45,0.92,
28,16,28,6,27,39,0.94,
32,18,32,6,24,42,0.83,
37,19,37,6,21,49,0.82,
41,20,41,6,20,61,0.89,
44,22,44,6,18,88,0.94,
51,26,51,6,15,113,0.87,
48,22,48,6,11,127,0.74,
42,23,42,5,13,132,0.7,
48,18,48,5,11,126,0.63,
40,18,33,5,10,128,0.56,
41,22,41,5,14,132,0.68,
41,19,41,6,15,108,0.67,
39,17,39,5,20,82,0.61,
41,20,41,6,27,70,0.73,
41,23,41,6,35,55,0.92,
44,26,44,6,36,48,1,
52,27,54,6,35,49,1.02,
58,30,65,6,35,40,1.07,
59,31,67,6,34,37,1.09,
58,32,66,6,31,37,1.08,
60,32,69,6,30,33,1.07,
61,33,72,6,31,29,1.04,
61,33,72,6,32,28,1.06,
63,32,75,6,33,23,1.08,
60,30,70,5,31,24,1.06,
57,27,64,5,28,29,0.99,
54,22,57,5,24,41,0.94,
47,19,47,5,19,63,0.8,
38,15,38,4,14,87,0.61,
33,12,33,5,11,94,0.48,
30,12,27,5,10,96,0.43,
30,11,23,4,10,97,0.43,
31,11,22,4,9,100,0.42,
33,12,24,4,9,107,0.43,
36,14,27,4,11,115,0.44,
35,15,30,5,12,112,0.48,
35,17,35,4,16,102,0.53,
39,19,39,4,18,76,0.71,
40,20,40,4,18,55,0.74,
39,20,39,4,16,47,0.86,
36,20,36,5,17,39,0.87,
35,19,35,5,16,37,0.99,
35,19,35,4,13,40,0.76,
35,20,35,5,15,38,0.83,
33,19,33,6,16,36,0.78,
31,15,31,7,17,34,0.83,
29,14,29,6,15,33,0.72,
28,14,28,6,15,30,0.66,
30,13,30,5,15,31,0.63,
32,15,32,5,15,31,0.67,
35,18,35,6,17,34,0.76,
38,20,38,6,17,42,0.82,
39,21,39,6,17,63,0.74,
41,21,41,6,16,97,0.79,
45,25,45,6,14,133,0.81,
49,25,47,6,15,158,0.83,
54,24,46,5,15,163,0.73,
48,25,44,5,17,155,0.67,
43,20,42,5,16,139,0.66,
41,20,41,5,14,121,0.66,
41,20,41,4,15,97,0.66,
38,21,38,4,17,72,0.73,
36,20,36,5,19,59,0.83,
34,17,34,6,17,55,0.81,
31,17,31,7,17,49,0.84,
30,18,30,7,16,47,0.87,
30,21,28,6,14,49,0.83,
30,20,30,5,12,50,0.76,
30,19,30,5,12,51,0.73,
29,20,29,5,12,51,0.74,
33,18,33,5,14,46,0.78,
33,21,33,5,13,43,0.78,
35,20,35,5,15,40,0.78,
44,20,44,5,16,40,0.83,
39,19,39,5,18,38,0.87,
42,20,42,5,17,43,0.85,
43,18,43,5,15,44,0.74,
34,15,34,5,13,46,0.68,
25,11,25,5,10,56,0.62,
21,9,19,5,10,66,0.62,
23,6,16,5,11,72,0.64,
26,6,14,5,11,82,0.67,
26,5,15,5,13,82,0.68,
24,6,17,5,13,77,0.68,
23,10,18,5,13,74,0.69,
22,9,18,5,13,70,0.64,
21,11,19,5,12,67,0.63,
21,9,18,5,11,68,0.63,
22,10,17,5,11,69,0.62,
22,10,17,5,10,70,0.64,
22,11,17,5,10,69,0.66,
21,12,19,5,10,68,0.63,
22,12,20,5,9,69,0.62,
22,14,19,5,9,69,0.6,
21,10,18,5,10,66,0.59,
20,13,19,5,11,65,0.59,
19,12,19,6,14,61,0.64,
24,12,24,6,15,60,0.68,
29,14,29,7,13,68,0.73,
31,15,31,7,14,78,0.74,
29,15,26,7,15,92,0.92,
31,16,29,7,16,100,0.84,
32,17,30,7,19,101,0.82,
37,18,30,7,15,118,0.83,
40,17,32,7,16,129,0.89,
41,16,32,7,17,130,0.8,
38,16,33,7,16,123,0.72,
34,18,34,6,19,106,0.7,
31,19,31,6,19,98,0.66,
32,19,32,5,16,90,0.67,
34,18,34,5,19,79,0.66,
34,20,34,5,17,81,0.67,
34,22,34,6,16,83,0.68,
35,23,35,6,20,77,0.68,2023.6.1
36,22,36,6,25,70,0.73,
37,24,37,6,24,70,0.74,
38,22,38,6,22,69,0.72,
34,21,34,6,19,72,0.66,
32,20,32,5,19,71,0.64,
34,21,34,5,19,74,0.64,
34,21,34,6,24,71,0.68,
38,22,38,6,27,70,0.8,
42,21,42,7,24,82,0.79,
44,22,44,8,20,103,0.83,
43,22,43,9,21,125,0.73,
47,20,40,9,15,150,0.76,
48,18,33,7,12,155,0.6,
51,20,33,6,13,161,0.58,
58,20,36,6,11,166,0.56,
60,19,35,6,13,168,0.56,
55,21,38,6,17,164,0.54,
50,22,40,6,17,160,0.53,
48,24,45,6,17,154,0.53,
46,25,46,6,20,143,0.57,
47,28,47,6,34,116,0.6,
51,29,51,6,49,82,0.69,
51,30,51,6,51,75,0.76,
52,32,54,5,54,64,0.7,
53,34,56,6,62,52,0.73,
54,37,57,6,77,30,0.79,
56,37,62,6,79,27,0.77,
58,36,66,6,75,26,0.77,
59,38,68,6,70,23,0.78,
60,41,69,6,76,16,0.78,
61,40,71,6,65,26,0.79,
63,42,75,7,67,31,0.82,
63,44,75,8,68,36,0.91,
65,42,80,9,60,61,0.9,
64,43,78,8,55,85,0.85,
65,43,80,9,50,100,0.94,
66,42,81,9,42,124,1.04,
62,40,74,9,33,137,0.83,
59,36,67,9,27,159,0.74,
58,33,65,9,20,158,0.67,
57,34,64,7,20,132,0.63,
55,34,60,7,23,122,0.62,
58,32,66,8,24,127,0.67,
62,34,73,10,24,130,0.72,
64,25,78,10,19,117,0.57,
63,16,75,9,17,103,0.44,
60,11,70,10,15,98,0.39,
56,11,62,11,15,92,0.42,
53,10,55,10,14,90,0.43,
45,9,45,7,13,93,0.29,
37,9,37,9,14,93,0.48,
32,8,32,9,14,94,0.47,
30,8,27,7,12,95,0.31,
28,8,27,9,14,90,0.5,
27,9,27,9,18,86,0.44,
31,9,31,8,19,84,0.44,
31,11,31,8,21,84,0.42,
30,12,30,7,24,86,0.39,
32,14,32,7,24,94,0.51,
40,16,40,12,31,95,0.99,
43,18,43,15,29,110,1.03,
42,20,41,13,26,135,0.82,
46,20,46,13,25,146,0.77,
50,23,50,12,26,149,0.73,
51,24,52,12,29,135,0.72,
50,22,50,9,24,114,0.57,
46,20,46,9,21,89,0.57,
45,20,45,10,21,75,0.64,
45,21,45,9,16,77,0.54,
46,19,46,9,19,77,0.53,
46,21,46,9,20,83,0.6,
47,23,47,9,18,89,0.56,
50,24,50,10,20,88,0.59,
51,22,52,9,19,90,0.5,
49,23,49,8,18,89,0.47,
51,24,51,9,18,87,0.52,
55,28,59,8,18,79,0.51,
58,33,66,9,19,67,0.56,
62,37,74,8,20,59,0.54,
64,40,78,8,21,56,0.6,
65,39,80,10,21,59,0.71,
65,39,80,10,21,70,0.73,
67,40,84,9,19,87,0.71,
70,41,89,9,18,116,0.81,
71,41,92,9,18,143,0.8,
72,42,93,9,21,157,0.83,
70,39,89,8,19,159,0.73,
65,35,80,8,18,138,0.63,
60,31,69,7,19,108,0.57,
53,25,56,7,20,79,0.53,
45,22,45,6,19,74,0.57,
41,21,41,6,17,68,0.54,
36,20,36,6,17,67,0.57,
31,16,31,6,18,67,0.58,
27,12,27,6,17,67,0.54,
20,10,19,6,16,64,0.54,
22,10,17,6,13,70,0.53,
24,11,17,6,12,76,0.52,
24,11,17,6,11,78,0.5,
26,8,17,6,10,83,0.49,
28,7,15,6,9,91,0.48,
30,6,11,6,10,96,0.48,
29,6,13,6,13,94,0.48,
28,6,14,6,15,91,0.44,
30,6,12,6,14,96,0.43,
29,6,11,6,15,94,0.47,
28,5,11,6,16,90,0.46,
28,4,9,6,14,91,0.46,
29,5,7,6,14,92,0.46,
28,4,6,6,14,91,0.47,
30,5,9,6,14,96,0.46,
31,5,12,6,15,99,0.48,
31,7,12,6,14,99,0.48,
28,7,14,6,16,90,0.49,
25,7,16,6,18,79,0.53,
23,8,19,6,17,73,0.56,
21,9,19,6,17,68,0.57,
20,9,17,6,16,65,0.56,
21,8,16,6,15,66,0.54,
19,11,16,6,14,62,0.53,
19,13,18,6,15,57,0.5,
20,13,20,6,15,54,0.49,
23,14,23,6,17,47,0.5,
24,15,24,6,17,43,0.48,
27,16,27,6,17,43,0.51,
28,16,28,6,16,45,0.48,
28,15,28,6,17,48,0.49,
26,14,26,7,20,50,0.51,
28,15,28,7,22,53,0.51,
30,17,30,7,24,58,0.52,
27,15,27,7,21,71,0.51,
31,13,25,7,18,98,0.48,
37,13,24,7,16,118,0.48,
43,14,24,7,14,137,0.47,
47,14,23,7,15,151,0.51,
47,16,24,7,18,149,0.53,
53,15,24,7,15,162,0.51,
50,15,26,7,20,160,0.54,
48,16,28,7,21,152,0.52,
43,15,29,7,24,136,0.52,
31,18,31,7,39,92,0.58,
34,20,34,7,45,71,0.59,
34,19,34,7,46,67,0.58,
33,20,33,6,46,58,0.6,
34,21,34,6,48,44,0.66,
35,23,35,6,51,37,0.64,
44,28,44,6,49,33,0.67,
47,24,47,6,48,35,0.67,
47,21,47,6,46,39,0.64,
40,21,40,7,43,42,0.63,
39,22,39,7,53,34,0.68,
39,18,39,7,39,63,0.63,
37,14,37,7,31,84,0.6,
30,15,30,7,35,83,0.61,
32,16,32,7,30,92,0.6,
36,18,36,7,21,110,0.6,
44,22,39,7,17,141,0.62,
56,20,36,7,15,165,0.6,
76,20,35,7,15,181,0.61,
88,21,37,7,17,190,0.63,
76,27,42,7,23,181,0.62,
64,29,47,7,27,171,0.62,
51,28,52,7,26,158,0.64,
52,25,53,7,24,133,0.62,
50,25,50,7,25,116,0.61,
48,26,48,7,32,98,0.61,
48,27,48,7,31,89,0.64,
48,26,48,7,33,80,0.61,
48,25,48,7,31,81,0.58,
43,25,43,6,25,77,0.53,
33,20,33,7,20,89,0.52,
28,16,23,7,19,89,0.49,
28,14,23,7,19,90,0.46,
26,14,23,7,22,83,0.5,
26,18,25,7,27,75,0.53,
27,16,27,7,31,84,0.61,
33,16,30,8,26,104,0.59,
40,19,33,8,27,128,0.61,
49,20,38,8,22,158,0.6,
71,23,36,8,17,177,0.6,
76,22,36,8,13,181,0.52,
80,22,35,7,12,184,0.51,
84,21,35,8,15,187,0.52,
83,23,38,7,15,186,0.56,
64,19,38,7,14,171,0.5,
48,21,37,7,16,155,0.49,
43,20,39,7,19,138,0.52,
41,22,41,7,25,118,0.54,
41,22,41,7,39,90,0.59,
43,23,43,7,44,77,0.63,
45,23,45,7,47,68,0.62,
44,23,44,7,47,58,0.66,
47,25,47,7,50,46,0.64,
52,29,53,7,53,35,0.68,
52,31,53,7,50,28,0.71,
52,31,53,7,52,24,0.7,
52,30,53,7,53,19,0.72,
52,34,54,7,50,18,0.73,
55,34,60,7,51,23,0.76,
57,35,64,7,38,56,0.66,
59,35,67,7,29,87,0.61,
56,36,62,8,25,119,0.6,
56,34,62,8,17,159,0.61,
69,29,56,8,13,175,0.56,
74,25,47,8,14,179,0.54,
76,27,43,7,14,181,0.51,
70,29,39,7,12,176,0.51,
69,21,37,7,12,175,0.46,
70,22,39,7,13,176,0.47,
54,24,42,7,16,163,0.5,
48,23,45,7,18,153,0.52,
45,26,45,6,27,132,0.57,
49,28,49,7,37,107,0.6,
53,29,56,7,56,74,0.71,
55,31,59,6,56,69,0.69,
56,32,61,6,54,65,0.67,
58,34,65,6,55,58,0.68,
56,30,62,7,52,59,0.64,
54,28,57,6,49,56,0.62,
53,30,56,6,48,49,0.62,
53,32,56,7,48,45,0.67,
53,32,55,7,43,56,0.66,
53,30,55,8,36,72,0.67,
52,30,53,9,29,94,0.66,
46,25,46,10,22,120,0.68,
44,23,40,9,19,141,0.58,
50,22,39,8,17,159,0.58,
70,22,39,8,14,176,0.58,
76,21,37,8,12,181,0.58,
76,20,37,8,12,181,0.52,
74,19,36,8,12,179,0.51,
73,21,35,8,13,178,0.5,
71,22,39,7,15,177,0.5,
71,25,48,7,15,177,0.54,
55,27,53,7,19,164,0.58,
54,32,57,6,22,150,0.61,
55,32,59,6,29,131,0.66,
57,33,63,6,29,120,0.67,
58,33,66,6,41,95,0.67,
59,32,68,6,52,73,0.7,
60,31,69,6,51,67,0.67,
58,33,66,6,49,63,0.67,
58,32,65,6,47,63,0.68,
57,33,63,6,42,61,0.67,
58,38,66,6,49,47,0.66,
61,36,72,6,50,42,0.69,
64,37,77,6,47,43,0.72,
67,40,83,6,47,51,0.82,
70,41,90,7,40,87,0.91,
70,42,90,8,30,145,0.92,
70,42,90,8,26,171,0.96,
90,44,91,9,26,192,1.08,
100,45,95,8,24,200,1.02,
104,48,96,8,26,208,1.04,
106,46,96,8,25,212,0.96,
73,46,93,8,29,178,0.88,
64,34,78,7,30,138,0.69,
54,24,57,7,25,129,0.54,
46,20,46,7,32,117,0.49,
53,29,56,7,41,116,0.68,
63,38,76,7,39,123,0.78,
64,29,77,8,28,137,0.71,
56,26,62,9,22,143,0.73,
54,27,57,9,25,130,0.72,
52,27,54,8,31,109,0.71,
53,28,55,8,39,76,0.66,
54,27,58,8,37,68,0.6,
55,29,59,8,43,54,0.61,
57,32,64,8,47,48,0.77,
61,32,71,9,53,55,0.81,
62,35,74,9,53,58,0.84,
64,37,78,10,46,82,0.94,
64,37,78,11,33,107,0.94,
62,35,73,10,30,134,0.93,
65,34,68,10,25,172,0.83,
83,34,67,9,25,186,0.79,
107,35,67,9,22,214,0.81,
119,36,67,10,23,238,0.83,
132,39,68,10,22,264,0.87,
134,37,67,10,23,267,0.83,
127,36,68,10,31,253,0.8,
115,36,69,9,44,230,0.78,
108,37,69,9,45,216,0.76,
81,37,72,8,49,185,0.77,
71,38,72,8,37,177,0.8,
60,36,69,8,32,160,0.73,
60,36,70,7,39,136,0.7,
59,34,67,7,32,134,0.64,
58,34,65,7,33,113,0.64,
59,33,67,7,32,98,0.64,
56,24,61,7,19,111,0.57,
41,15,40,6,11,130,0.49,
40,15,26,6,11,127,0.48,
39,16,25,6,12,125,0.47,
37,14,28,7,16,117,0.47,
32,16,29,6,22,103,0.53,
31,14,27,6,24,98,0.57,
30,16,30,6,30,93,0.61,
32,19,32,7,33,102,0.94,
36,22,36,8,27,114,0.99,
43,29,43,9,23,135,1.02,
49,27,45,8,19,158,0.83,
68,22,40,7,16,174,0.67,
80,22,36,7,16,184,0.61,
84,24,35,7,18,187,0.63,
81,24,37,7,21,185,0.64,
69,25,39,7,26,175,0.72,
49,25,39,7,29,156,0.71,
43,22,38,8,30,136,0.77,
37,22,37,8,34,114,0.7,
40,22,40,8,40,98,0.67,
37,22,37,8,33,99,0.64,
32,20,32,7,45,76,0.67,
34,22,34,7,55,59,0.68,
36,24,36,7,58,47,0.7,
39,26,39,7,57,38,0.73,
43,26,43,7,55,36,0.73,
43,27,43,7,60,32,0.73,
46,27,46,8,57,36,0.74,
50,27,50,7,49,60,0.71,
52,29,54,8,38,99,0.73,
54,31,58,8,37,128,0.73,
56,26,54,8,28,165,0.84,
102,25,47,8,20,203,0.87,
113,23,42,8,15,225,0.72,
117,20,37,9,15,233,0.67,
113,20,33,8,13,226,0.6,
113,20,31,8,13,226,0.66,
114,21,33,8,14,227,0.68,
108,19,35,8,19,216,0.6,
102,22,40,8,25,204,0.6,
94,23,46,8,32,195,0.63,
78,30,52,7,32,182,0.74,
71,30,53,7,32,177,0.81,
60,32,56,7,35,168,0.83,
54,34,58,7,36,155,0.83,
54,35,57,7,44,131,0.87,
55,37,59,7,39,127,0.86,
54,38,58,7,43,102,0.88,
58,41,62,7,46,87,0.9,
57,40,64,7,59,72,0.9,
58,40,65,7,66,61,0.92,
59,36,68,7,71,57,0.94,
63,38,75,8,65,69,0.98,
65,37,79,11,52,89,1.11,
63,38,75,15,35,133,1.08,
63,28,64,12,26,170,0.75,
85,24,53,9,17,188,0.63,
83,22,42,9,15,186,0.62,
83,22,39,9,15,186,0.63,
84,22,40,9,16,187,0.67,
89,23,40,9,17,191,0.67,
100,24,41,9,19,200,0.69,
101,28,48,9,24,201,0.78,
83,34,57,10,32,186,0.93,
58,33,59,11,34,166,0.88,
56,36,61,10,34,147,0.87,
55,33,60,11,30,135,0.84,
52,30,54,11,29,126,0.8,
50,30,50,12,25,128,0.79,
49,30,49,11,21,128,0.77,
50,31,50,11,23,117,0.8,
49,32,49,11,26,109,0.81,
51,32,52,11,27,102,0.82,
52,33,54,10,25,99,0.83,
53,34,56,10,25,92,0.83,
56,36,61,9,38,70,0.9,
59,39,67,9,56,53,1,
59,37,67,9,45,79,0.96,
56,31,61,9,33,104,0.88,
49,26,49,9,25,131,0.76,
47,24,42,9,16,150,0.65,
48,26,42,8,12,152,0.64,
45,23,45,8,12,142,0.62,
41,25,40,7,13,130,0.59,
42,18,32,7,13,133,0.58,
44,22,32,8,16,140,0.61,
42,29,40,8,20,135,0.7,
51,34,51,8,21,130,0.77,
52,31,53,8,22,120,0.76,
45,28,45,8,21,118,0.71,
42,29,42,8,22,114,0.69,
44,27,44,8,20,106,0.67,
43,28,43,7,20,97,0.72,
42,28,42,7,18,94,0.74,
43,30,43,7,17,88,0.82,
44,29,44,8,17,85,0.9,
43,28,43,8,16,83,0.74,
41,27,41,7,14,85,0.66,
36,24,36,7,14,85,0.66,
36,25,36,8,15,82,0.66,
37,25,37,8,18,75,0.73,
43,25,43,7,20,70,0.75,
44,25,44,7,22,65,0.78,
35,22,35,7,22,61,0.76,
29,18,29,6,21,59,0.71,
28,17,28,7,19,61,0.71,
30,19,30,7,21,62,0.74,
34,23,34,7,21,61,0.78,
37,22,37,6,20,67,0.8,
40,25,40,7,21,73,0.81,
46,30,46,7,26,69,1.06,
52,31,53,8,27,64,1.03,
51,27,52,9,27,57,0.98,
47,25,47,8,25,51,1.04,
44,22,44,9,25,43,1.09,
41,23,41,8,25,40,1.11,
43,24,43,8,23,40,1.08,
48,26,48,7,21,39,0.92,
52,27,53,7,23,31,0.93,
51,27,52,7,26,26,0.97,
49,25,49,6,26,22,0.98,
51,26,51,7,28,18,0.96,
57,27,64,7,29,16,1.01,
57,26,63,6,28,16,0.94,
54,27,57,6,28,17,0.97,
55,27,60,6,28,18,1,
56,27,61,6,26,27,1.02,
53,26,55,6,24,39,0.97,
45,20,45,6,19,60,0.84,
44,18,44,6,20,70,0.74,
40,18,40,6,21,73,0.74,
45,19,45,6,23,78,0.74,
46,21,46,6,19,84,0.73,
47,27,47,6,25,73,0.89,
53,29,56,6,31,60,1.06,
57,32,63,6,35,42,1.08,
52,25,54,6,29,40,0.88,
32,9,32,6,19,56,0.63,
16,8,16,6,19,52,0.66,
15,8,11,6,20,48,0.64,
14,7,10,6,18,46,0.63,
16,5,10,6,13,50,0.62,
13,5,9,6,16,42,0.63,
13,8,12,6,12,42,0.68,
13,7,13,6,11,40,0.69,
12,7,11,6,11,38,0.67,
12,8,12,6,12,38,0.68,
17,8,17,6,14,38,0.69,
17,7,17,6,18,35,0.71,
12,6,12,6,20,35,0.73,
13,9,13,5,20,39,0.73,
16,10,16,5,18,46,0.7,
20,10,20,6,18,52,0.72,
23,13,23,6,18,63,0.71,
24,12,24,6,18,76,0.69,
23,9,23,6,18,71,0.7,
22,9,22,6,20,67,0.73,
24,8,20,5,17,78,0.7,
24,11,19,6,20,78,0.71,
24,13,23,6,22,78,0.71,
24,13,24,6,23,72,0.76,
22,11,22,6,31,58,0.74,
20,10,20,6,26,60,0.72,
18,7,17,6,23,57,0.64,
17,7,13,6,23,55,0.67,
17,8,13,6,21,54,0.64,
18,9,14,6,18,58,0.63,
16,10,16,6,20,52,0.63,
20,11,20,6,22,49,0.64,
24,16,24,6,24,44,0.67,
30,16,30,6,29,38,0.71,
34,17,34,6,31,35,0.74,
38,17,38,6,26,60,0.69,
40,16,40,6,26,82,0.7,
39,17,39,7,21,107,0.69,
41,18,41,6,21,128,0.72,
48,19,41,6,16,152,0.69,
55,19,33,6,15,164,0.63,
66,19,33,6,16,173,0.61,
75,17,32,6,17,180,0.63,
69,17,30,6,15,175,0.63,
68,17,29,6,15,174,0.61,
48,18,31,6,24,155,0.64,
44,19,34,6,27,141,0.67,
41,20,40,6,24,130,0.68,
40,21,40,6,30,104,0.74,
37,19,37,6,29,93,0.73,
37,20,37,6,31,83,0.71,
35,20,35,6,29,78,0.72,
36,20,36,6,30,70,0.72,
35,20,35,6,27,70,0.73,
34,20,34,7,33,60,0.73,
37,22,37,6,33,53,0.73,
38,20,38,6,32,49,0.71,
43,23,43,6,37,33,0.76,
47,24,47,6,37,28,0.79,
50,25,50,6,32,42,0.78,
54,29,57,6,30,64,0.99,
57,28,63,6,30,103,1.24,
54,25,58,6,22,141,0.93,
53,24,42,6,15,162,0.81,
59,22,37,7,12,167,0.73,
66,22,34,7,11,173,0.69,
68,25,37,7,16,174,0.73,
79,24,40,7,14,183,0.76,
71,27,41,7,18,177,0.74,
50,25,43,7,25,159,0.69,
45,27,45,7,25,141,0.72,
47,28,47,7,33,115,0.74,
47,25,47,7,27,105,0.73,
42,24,42,7,27,104,0.71,
35,22,35,6,23,105,0.7,
35,21,35,6,19,102,0.7,
38,24,38,6,22,86,0.77,
39,23,39,6,26,70,0.74,
42,24,42,6,27,60,0.74,
45,26,45,6,24,53,0.76,
47,27,47,6,26,47,0.8,
49,29,49,6,24,44,0.81,
51,29,52,6,25,45,0.94,
53,31,56,6,28,50,1.12,
53,31,56,6,28,53,1.16,
50,28,50,7,23,78,0.96,
37,20,37,8,22,115,0.97,
44,16,28,10,18,140,0.83,
45,15,26,9,15,145,0.63,
43,13,24,8,14,139,0.6,
40,15,25,8,15,129,0.59,
34,15,25,8,20,110,0.67,
31,13,22,10,25,100,0.91,
30,16,21,9,26,95,0.76,
32,12,21,8,21,101,0.48,
31,12,19,7,21,99,0.43,
29,12,18,7,23,92,0.49,
27,12,21,7,23,86,0.5,
27,14,22,7,22,86,0.52,
30,16,21,8,19,96,0.54,
32,19,23,9,17,102,0.63,
33,20,26,8,15,106,0.62,
34,16,25,8,13,109,0.53,
33,16,23,8,14,105,0.58,
31,17,21,8,14,99,0.63,
31,22,26,9,20,83,0.84,
31,20,31,9,25,72,0.82,
36,25,34,9,27,67,0.78,
