AQI,PM2.5,PM10,SO2,NO2,O3,CO,
52,31,53,8,33,85,0.71,
51,33,52,8,26,131,0.68,
58,31,49,8,19,166,0.66,
86,29,42,8,16,189,0.59,
95,28,38,7,11,196,0.51,
94,27,35,8,12,195,0.5,
95,27,36,7,13,196,0.5,
88,26,37,7,14,190,0.5,
76,28,40,7,13,181,0.5,
75,28,42,7,15,180,0.53,
70,29,47,7,15,176,0.59,
53,29,51,7,19,162,0.6,
52,29,53,7,23,139,0.62,
51,29,52,7,33,116,0.62,
48,28,48,8,26,108,0.77,
41,23,41,9,21,100,0.96,
39,24,39,10,25,88,0.98,
39,25,39,9,27,79,0.92,
40,26,40,8,24,77,0.77,
41,26,41,7,24,73,0.7,
41,27,41,8,22,73,0.69,
45,26,45,8,25,67,0.68,
49,30,49,8,31,59,0.76,
51,30,52,9,31,68,0.83,
52,30,54,9,27,93,1.01,
53,31,55,10,26,127,1.28,
59,30,52,11,21,167,1.23,
81,28,45,8,17,185,0.82,
78,26,37,7,12,182,0.66,
76,26,28,7,12,181,0.61,
69,29,27,7,14,175,0.52,
68,30,31,7,14,174,0.49,
61,31,40,6,13,169,0.51,
55,29,46,7,18,164,0.54,
49,28,45,7,18,158,0.59,
43,28,42,7,19,138,0.59,
42,28,42,7,19,123,0.63,
41,25,41,7,17,115,0.61,
41,23,41,7,17,106,0.72,
39,23,39,8,17,101,0.87,
36,21,36,8,19,94,0.88,
35,22,35,8,18,92,0.8,
37,24,37,8,20,82,0.81,
41,26,41,10,23,79,0.91,
43,29,43,9,20,91,0.82,
43,28,43,10,21,84,0.86,
46,28,46,10,26,76,0.87,
48,27,48,10,25,88,0.91,
48,28,48,10,22,111,0.89,
48,28,48,10,19,132,0.86,
58,27,43,9,17,166,0.79,
85,26,39,9,14,188,0.77,
105,28,35,9,14,210,0.79,
106,26,35,9,13,212,0.72,
101,23,33,8,14,201,0.63,
86,21,32,8,14,189,0.59,
73,20,32,7,15,178,0.57,
68,21,34,7,16,174,0.57,
58,22,36,8,18,166,0.6,
46,25,38,7,24,147,0.63,
44,25,44,7,27,138,0.67,
51,26,51,9,20,141,0.76,
52,26,53,8,21,124,0.71,
46,22,46,7,18,129,0.68,
40,21,40,8,20,122,0.73,
37,21,37,9,21,115,0.78,
34,22,34,9,20,109,0.73,
36,23,36,9,21,96,0.77,
41,22,41,9,23,86,0.8,
45,23,45,9,23,82,0.81,
46,24,46,11,23,80,0.92,
45,24,45,11,23,87,0.98,
44,24,44,11,21,105,0.91,
42,21,42,11,20,126,0.91,
48,24,40,12,18,154,0.9,
78,25,38,13,15,182,0.91,
96,24,36,12,13,197,0.93,
89,22,33,10,11,191,0.76,
88,22,31,9,10,190,0.69,
94,21,30,9,10,195,0.73,
100,24,32,9,11,200,0.72,
96,23,37,9,13,197,0.76,
86,23,41,8,16,189,0.72,
65,25,46,8,20,172,0.71,
55,23,46,7,17,164,0.7,
47,21,40,7,21,151,0.7,
44,23,34,7,21,141,0.7,
41,23,32,7,23,131,0.68,
38,21,32,7,22,123,0.68,
37,22,33,7,22,119,0.69,
37,22,35,7,21,118,0.69,
37,23,34,7,18,118,0.76,
36,24,36,8,20,106,0.92,
40,25,40,8,26,79,0.9,
47,26,47,8,33,60,0.92,
51,26,52,8,29,63,0.83,
50,26,50,8,21,75,0.74,
52,29,53,8,23,87,0.81,
51,26,51,7,23,103,0.66,
43,28,43,7,22,108,0.68,
45,31,45,7,20,109,0.72,
45,25,45,6,11,110,0.71,
38,26,38,6,12,103,0.74,
39,27,36,6,12,100,0.72,
37,25,37,6,17,88,0.74,
38,24,38,6,23,76,0.79,
37,26,37,6,25,69,0.79,
43,27,43,6,24,66,0.79,
46,28,46,7,21,66,0.78,
43,25,43,6,21,59,0.78,
34,19,34,6,17,67,0.76,
26,15,26,6,14,75,0.66,
25,12,19,7,13,79,0.62,
24,10,12,6,13,76,0.61,
23,9,11,7,13,72,0.61,
21,10,12,6,13,67,0.64,
20,14,16,6,12,65,0.66,
22,13,19,6,10,69,0.66,
22,13,22,6,13,65,0.66,
25,15,25,7,14,68,0.69,
26,15,26,7,13,77,0.69,
30,14,25,6,12,95,0.64,
34,13,22,6,10,108,0.59,
36,12,21,6,9,115,0.57,
38,12,18,6,8,121,0.59,
38,10,16,6,8,123,0.54,
39,11,17,6,8,124,0.53,
39,12,15,6,9,124,0.5,
38,12,17,6,9,123,0.49,
38,12,21,6,12,120,0.49,
36,13,23,6,14,114,0.51,
31,15,24,6,22,99,0.57,
28,15,28,7,31,82,0.6,
29,15,29,7,30,77,0.59,
28,16,28,7,22,86,0.59,
29,17,28,7,17,92,0.68,
31,17,31,8,18,88,0.83,
32,21,32,8,19,78,0.72,
32,19,32,8,22,65,0.72,
31,19,31,8,22,58,0.68,
32,18,32,8,21,57,0.68,
34,18,34,8,22,54,0.65,
35,20,35,8,26,52,0.72,
42,21,42,9,27,60,0.8,
45,23,45,9,23,83,0.8,
42,21,42,9,19,119,0.75,
48,23,40,9,15,154,0.73,
64,22,37,8,12,171,0.59,
70,22,35,8,11,176,0.51,
75,19,32,8,10,180,0.49,
84,20,30,8,10,187,0.45,
90,20,31,8,12,192,0.5,
93,22,33,9,13,194,0.54,
81,19,34,9,16,185,0.51,
55,19,36,8,19,164,0.46,
42,21,38,8,28,134,0.47,
42,26,42,8,51,98,0.56,
44,29,44,8,71,66,0.62,
47,29,47,8,69,62,0.64,
48,27,48,8,59,65,0.67,
50,28,50,8,40,80,0.67,
50,26,50,9,29,86,0.63,
43,24,43,9,28,84,0.62,
43,26,43,9,26,82,0.63,
44,26,44,9,26,77,0.66,
45,26,45,9,30,70,0.66,
46,26,46,9,38,61,0.64,
47,27,47,10,40,64,0.74,
51,25,51,12,32,93,0.76,
51,24,51,12,27,122,0.73,
51,25,51,11,26,159,0.7,
95,26,49,11,22,196,0.71,
111,29,48,11,21,222,0.76,
113,26,51,10,18,226,0.64,
107,28,46,9,16,214,0.54,
102,28,46,9,18,204,0.59,
94,25,46,8,17,195,0.51,
74,23,43,8,19,179,0.46,
54,24,45,7,22,163,0.49,
47,25,47,7,29,143,0.51,
50,28,50,7,31,128,0.54,
50,27,50,7,34,110,0.56,
49,30,49,8,23,116,0.54,
49,29,49,8,16,120,0.56,
51,30,51,7,16,114,0.61,
52,29,54,7,15,108,0.69,
51,29,52,8,15,100,0.89,
50,30,50,9,18,90,1.04,
51,30,51,9,18,87,0.96,
51,28,51,10,19,82,0.93,
50,29,50,10,24,74,1.16,
51,33,52,10,28,71,1.02,
53,32,56,11,27,81,1.09,
55,32,59,9,26,95,0.87,
54,34,58,9,24,105,0.9,
53,34,56,9,24,131,0.82,
53,32,55,8,21,146,0.7,
52,32,54,8,18,159,0.61,
60,31,49,9,16,168,0.66,
71,30,52,9,17,177,0.78,
63,32,55,8,17,170,0.7,
54,34,57,8,18,151,0.72,
55,35,59,8,19,131,0.69,
54,36,57,8,21,119,0.73,
53,35,56,8,25,106,0.71,
53,36,56,7,25,101,0.66,
53,36,55,8,29,89,0.62,
54,38,58,7,30,74,0.67,
55,38,60,8,29,69,0.72,
56,38,61,9,27,67,0.78,
56,39,62,8,27,60,0.7,
55,39,59,8,25,63,0.69,
54,38,58,8,23,61,0.71,
54,37,57,9,23,72,0.71,
52,32,54,9,24,80,0.73,
51,31,51,9,25,86,0.77,
51,33,52,10,24,101,0.83,
54,35,58,10,21,135,0.8,
56,37,62,9,18,162,0.84,
94,39,64,9,15,195,0.88,
104,38,62,8,12,208,0.81,
89,34,54,8,10,191,0.71,
73,30,48,8,9,178,0.64,
76,30,45,8,10,181,0.62,
74,30,46,7,12,179,0.63,
78,33,52,7,17,182,0.71,
69,38,61,8,20,175,0.8,
56,32,62,7,17,125,0.69,
49,25,49,7,14,100,0.62,
39,27,39,7,17,91,0.63,
41,29,39,8,20,82,0.68,
44,29,44,9,20,75,0.71,
47,30,47,9,17,73,0.72,
47,30,47,8,14,72,0.7,
46,27,46,8,14,66,0.69,
40,23,40,8,14,61,0.68,
37,22,37,8,15,54,0.69,
35,19,35,8,16,46,0.72,
34,20,34,8,17,42,0.74,
33,20,33,8,18,40,0.73,
34,20,34,8,19,40,0.73,
34,21,34,8,19,42,0.74,
36,20,36,8,20,44,0.79,
26,14,26,7,16,45,0.7,
17,8,11,7,13,53,0.57,
18,8,8,6,11,59,0.52,
20,9,8,6,12,64,0.5,
21,8,8,6,12,67,0.5,
21,8,10,6,13,68,0.53,
22,8,10,6,12,70,0.54,
22,7,10,6,12,71,0.54,
24,6,11,6,10,77,0.48,
25,6,8,6,9,81,0.46,
25,4,5,6,9,81,0.46,
25,6,5,6,9,80,0.44,
25,5,4,6,8,81,0.41,
24,4,5,6,7,78,0.43,
23,3,5,7,7,75,0.42,
24,3,5,7,6,76,0.4,
23,4,5,7,6,74,0.4,
23,5,4,7,7,72,0.41,
22,4,5,7,7,69,0.41,
20,4,8,7,9,64,0.42,
18,4,10,7,11,59,0.44,
18,5,11,7,11,59,0.45,
19,7,13,7,12,60,0.5,
22,7,13,7,11,69,0.47,
26,8,13,7,9,83,0.47,
29,10,13,7,8,94,0.47,
31,10,15,7,8,100,0.47,
32,10,16,7,8,101,0.48,
31,12,17,7,9,100,0.47,
31,11,20,7,11,99,0.49,
31,13,21,7,12,99,0.5,
30,14,23,7,13,97,0.49,
28,15,28,7,15,91,0.53,
29,18,29,7,15,92,0.53,
30,17,29,7,14,95,0.5,
30,16,27,7,14,95,0.49,
30,18,26,7,13,96,0.51,
29,19,27,7,13,94,0.53,
28,17,28,7,13,91,0.53,
27,19,27,7,14,87,0.54,
28,19,28,8,15,81,0.54,
29,20,29,8,15,78,0.54,
28,19,28,8,16,77,0.57,
30,19,30,8,17,79,0.56,
32,18,32,8,18,82,0.57,
35,19,35,8,15,90,0.59,
33,19,33,8,14,100,0.53,
33,19,32,8,11,106,0.59,
36,20,30,8,10,115,0.54,
39,18,27,8,9,124,0.5,
40,17,26,7,8,128,0.5,
39,17,25,7,9,126,0.5,
39,18,23,7,8,125,0.49,
38,17,25,7,9,123,0.47,
37,17,24,7,10,118,0.47,
35,18,24,7,12,112,0.47,
33,18,25,7,13,107,0.47,
33,20,25,7,14,104,0.49,
32,18,26,7,15,101,0.57,
29,19,27,8,17,94,0.58,
29,19,25,7,16,92,0.52,
28,16,25,7,16,90,0.5,
28,16,23,7,14,90,0.5,
27,17,24,7,15,86,0.59,
27,18,25,7,13,87,0.5,
26,18,24,7,16,83,0.52,
26,18,26,8,17,79,0.6,
26,17,26,8,21,75,0.56,
30,21,29,8,24,73,0.59,
31,20,31,8,21,84,0.63,
32,20,32,9,16,102,0.7,
33,19,33,8,15,106,0.6,
37,18,30,7,12,117,0.52,
40,19,29,7,10,128,0.52,
42,18,27,7,10,133,0.5,
40,16,25,7,10,129,0.5,
39,16,25,7,12,125,0.44,
37,18,25,7,13,118,0.42,
35,18,26,7,15,112,0.43,
34,19,29,7,17,108,0.46,
31,21,29,7,19,100,0.49,
33,23,32,8,22,93,0.63,
36,25,36,9,24,89,0.69,
36,25,36,9,29,80,0.68,
37,24,37,9,31,72,0.64,
38,26,38,8,35,61,0.59,
41,27,41,8,37,54,0.57,
44,27,44,8,38,48,0.57,
45,30,45,8,38,41,0.58,
45,29,45,8,41,34,0.6,
45,30,45,8,42,32,0.59,
47,31,47,8,42,36,0.6,
51,32,51,9,39,45,0.63,
50,31,50,11,33,74,0.81,
46,28,46,10,24,122,0.87,
46,29,40,11,17,147,0.7,
64,28,36,9,15,171,0.68,
81,27,37,10,13,185,0.77,
84,25,34,9,12,187,0.61,
83,23,31,9,12,186,0.58,
79,21,30,8,13,183,0.52,
73,23,30,8,15,178,0.52,
65,23,32,8,15,172,0.54,
47,24,36,8,22,151,0.59,
44,31,43,8,36,120,0.64,
48,30,48,8,65,79,0.69,
51,32,52,8,69,63,0.77,
50,29,50,8,42,86,0.62,
42,25,42,8,32,95,0.57,2023.9.1
37,25,37,8,27,92,0.63,
37,26,37,8,29,79,0.6,
40,27,40,8,27,71,0.62,
42,27,42,9,25,69,0.7,
40,28,40,9,24,67,0.73,
40,26,40,10,25,66,0.7,
37,25,37,9,29,61,0.67,
36,24,36,9,26,72,0.67,
38,23,38,10,24,87,0.73,
35,24,35,10,23,109,0.72,
42,23,32,10,22,135,0.82,
58,22,36,11,22,166,0.79,
75,22,34,10,18,180,0.67,
73,21,31,9,15,178,0.63,
56,19,29,9,18,165,0.53,
59,17,27,8,16,167,0.5,
53,15,23,8,14,162,0.49,
45,13,19,8,18,144,0.44,
41,13,18,7,21,130,0.43,
34,16,24,8,29,110,0.46,
36,17,28,7,22,114,0.47,
38,14,26,8,15,120,0.49,
37,13,24,9,16,117,0.56,
36,13,24,8,16,114,0.5,
34,14,22,9,16,110,0.63,
32,14,23,11,21,101,0.98,
30,17,24,11,23,96,0.99,
29,16,24,12,23,94,0.91,
29,15,24,10,22,94,0.77,
30,16,24,10,22,95,0.72,
27,16,26,13,29,87,0.94,
29,17,28,13,30,93,0.99,
33,16,31,11,26,105,0.89,
36,18,35,11,25,114,0.81,
40,20,37,12,25,129,0.91,
50,20,36,11,21,160,0.8,
81,21,32,11,17,185,0.82,
75,16,27,10,16,180,0.7,
56,13,22,10,15,165,0.52,
48,13,21,9,14,155,0.54,
43,14,23,8,19,138,0.5,
40,17,26,8,19,127,0.5,
36,21,35,7,19,114,0.53,
38,23,38,8,17,112,0.59,
39,23,39,8,18,111,0.6,
38,23,38,9,21,105,0.66,
36,23,36,9,22,100,0.67,
33,23,33,9,19,98,0.66,
34,24,32,8,19,95,0.68,
33,23,33,10,24,86,0.86,
36,23,36,10,29,74,1.11,
37,24,37,9,29,69,1.13,
34,24,34,9,25,73,0.86,
36,25,33,8,22,83,0.66,
34,24,33,8,26,86,0.64,
37,24,37,8,31,80,0.64,
42,27,42,9,31,91,0.66,
44,28,44,9,27,104,0.69,
45,28,45,9,29,110,0.71,
48,32,48,12,34,116,1.1,
49,32,49,12,30,136,1.09,
49,30,48,11,24,157,0.91,
48,31,48,10,28,155,0.86,
51,33,51,10,30,154,0.89,
54,37,57,10,27,150,0.9,
54,36,57,9,23,129,0.87,
41,25,41,7,15,106,0.62,
32,19,26,7,16,101,0.5,
28,18,25,7,22,89,0.54,
26,18,26,7,29,76,0.59,
31,22,30,7,34,64,0.6,
32,18,32,7,34,58,0.58,
31,20,31,7,38,52,0.59,
35,22,35,7,37,52,0.61,
35,23,35,7,38,47,0.6,
34,22,34,7,40,43,0.6,
33,23,33,7,37,45,0.6,
35,22,35,7,38,41,0.6,
39,25,39,8,36,49,0.63,
47,30,47,8,32,56,0.67,
53,32,55,9,30,67,0.76,
58,38,66,9,32,75,0.86,
61,39,72,10,26,106,0.96,
58,38,66,10,21,138,0.97,
54,35,58,11,20,159,1.03,
68,29,52,12,19,174,1.12,
74,28,44,11,18,179,1.01,
78,28,40,10,17,182,0.97,
69,26,40,10,18,175,0.84,
48,25,39,9,19,154,0.69,
41,26,36,8,24,132,0.66,
41,29,41,9,33,108,0.69,
46,30,46,9,29,100,0.69,
43,27,43,8,21,101,0.67,
43,26,43,8,20,102,0.68,
43,26,43,8,16,107,0.72,
39,26,39,8,16,105,0.74,
39,27,36,8,16,100,0.69,
35,24,35,8,15,94,0.71,
37,26,36,8,16,89,0.67,
36,24,36,9,17,86,0.7,
36,24,36,9,18,85,0.68,
34,24,34,8,21,81,0.68,
37,23,37,9,24,81,0.71,
41,24,41,9,22,90,0.78,
41,24,41,9,22,102,0.73,
39,22,39,9,20,120,0.71,
44,21,36,8,14,140,0.62,
45,22,34,8,13,145,0.59,
44,18,29,8,11,141,0.56,
41,17,26,8,12,130,0.51,
39,18,26,8,10,125,0.52,
37,18,26,8,15,118,0.53,
35,19,30,7,14,111,0.53,
37,20,37,8,16,97,0.61,
34,18,34,7,16,79,0.64,
25,16,25,7,17,74,0.58,
21,15,21,8,18,62,0.53,
24,16,24,7,20,57,0.54,
27,19,25,7,15,72,0.53,
27,19,27,7,13,72,0.6,
32,19,32,8,16,64,0.71,
34,20,34,8,16,61,0.84,
35,21,35,8,16,58,0.83,
33,20,33,8,17,52,0.66,
29,18,29,8,15,52,0.57,
28,19,28,7,19,48,0.58,
29,17,29,7,17,52,0.57,
31,19,31,8,16,62,0.61,
33,18,33,10,16,81,0.78,
32,18,29,9,14,103,0.92,
37,18,28,9,12,117,0.69,
41,16,25,9,10,131,0.6,
39,17,22,8,8,124,0.46,
38,14,18,8,8,121,0.48,
39,15,21,8,12,125,0.48,
32,14,28,7,16,103,0.47,
28,14,28,7,16,86,0.49,
26,16,26,7,21,76,0.51,
29,18,29,7,23,68,0.59,
31,17,31,8,22,69,0.6,
28,17,28,8,25,65,0.71,
26,16,26,8,24,64,0.63,
27,16,27,8,26,55,0.66,
29,15,29,9,24,53,0.62,
29,17,29,8,24,50,0.68,
29,18,29,9,22,49,0.66,
28,17,28,8,21,46,0.6,
29,18,29,8,21,43,0.58,
33,20,33,8,23,41,0.64,
35,22,35,9,25,41,0.68,
37,22,37,11,26,48,0.89,
38,22,38,13,24,66,0.98,
38,21,38,11,20,88,0.86,
36,21,35,10,16,115,0.73,
43,21,32,9,14,139,0.64,
46,20,30,9,11,147,0.56,
45,17,26,8,9,143,0.49,
44,19,25,8,9,141,0.42,
45,17,28,8,9,144,0.46,
46,19,28,8,10,146,0.46,
43,17,27,8,12,137,0.49,
37,19,29,7,16,118,0.49,
33,19,33,8,25,98,0.51,
35,22,35,7,31,84,0.51,
36,21,36,8,34,76,0.51,
37,22,37,7,24,89,0.52,
39,24,39,8,22,89,0.57,
40,24,40,7,24,81,0.58,
40,26,40,8,25,73,0.61,
43,26,43,8,27,64,0.63,
45,28,45,8,29,56,0.64,
43,25,43,8,30,50,0.64,
41,25,41,8,28,53,0.61,
39,24,39,8,32,50,0.6,
39,23,39,8,31,59,0.64,
39,22,39,9,24,79,0.69,
35,21,35,9,19,102,0.66,
41,19,35,9,16,130,0.64,
50,21,37,9,13,159,0.69,
70,21,34,10,11,176,0.69,
83,22,31,9,12,186,0.66,
84,21,32,10,12,187,0.68,
78,20,31,9,12,182,0.68,
69,20,31,9,13,175,0.68,
51,19,32,9,13,161,0.63,
43,19,32,8,20,138,0.57,
34,20,34,8,29,108,0.56,
36,22,36,7,30,94,0.57,
38,24,38,8,31,82,0.57,
40,23,40,8,33,77,0.63,
41,25,41,8,29,82,0.67,
39,26,39,8,27,81,0.7,
38,25,38,9,28,73,0.72,
41,27,41,9,27,72,0.7,
42,27,42,9,20,87,0.68,
40,26,40,9,18,92,0.66,
41,26,41,9,23,85,0.68,
43,27,43,10,26,81,0.69,
47,28,47,11,31,78,0.83,
51,30,51,13,26,100,0.93,
51,27,51,12,20,131,0.79,
50,26,46,11,16,159,0.77,
68,25,38,10,12,174,0.66,
74,23,32,9,10,179,0.59,
88,22,35,9,10,190,0.62,
96,24,36,10,11,197,0.64,
102,24,35,9,11,204,0.63,
103,23,37,10,12,205,0.66,
96,23,38,9,15,197,0.64,
58,23,38,9,21,166,0.63,
38,23,38,9,30,123,0.6,
42,24,42,9,37,96,0.59,
43,25,43,9,42,84,0.59,
47,27,47,10,48,73,0.64,
52,31,53,10,35,91,0.67,
54,32,58,9,31,92,0.72,
57,34,63,10,31,84,0.81,
57,33,63,10,33,69,0.84,
54,35,57,11,31,62,0.9,
52,33,54,11,27,63,0.9,
51,34,51,11,26,60,0.84,
51,32,51,11,28,55,0.88,
52,33,53,12,27,64,0.93,
52,31,53,11,24,84,0.9,
51,30,52,11,20,113,0.86,
48,28,48,10,18,144,0.79,
55,27,43,10,17,164,0.68,
74,27,40,9,14,179,0.62,
86,27,41,9,12,189,0.63,
90,25,38,9,11,192,0.57,
96,28,40,9,14,197,0.71,
74,27,45,8,17,179,0.72,
46,20,40,8,21,147,0.64,
40,23,37,7,24,128,0.69,
42,24,42,7,30,103,0.77,
48,30,48,8,25,86,0.72,
49,29,49,8,19,74,0.71,
43,29,43,8,17,72,0.8,
43,30,43,8,18,65,0.92,
46,32,46,8,18,61,1.02,
49,32,49,9,20,57,1.07,
49,31,49,10,20,54,1.23,
46,31,46,9,19,53,1.06,
44,30,44,8,20,50,0.84,
44,30,44,8,23,46,0.84,
45,28,45,8,25,44,0.8,
47,29,47,9,27,49,0.87,
47,27,47,9,25,64,0.86,
50,30,50,10,21,99,0.87,
54,34,57,10,19,137,0.87,
59,34,60,10,18,167,0.89,
74,35,59,10,17,179,0.89,
75,35,59,10,16,180,0.93,
55,37,60,9,17,154,0.87,
53,32,56,7,16,118,0.74,
46,28,46,7,16,101,0.71,
41,25,41,7,17,95,0.67,
35,21,35,7,15,95,0.68,
28,18,28,7,16,86,0.88,
33,23,28,7,14,83,0.87,
33,23,31,8,12,92,0.73,
37,26,33,7,11,90,0.68,
37,26,34,7,11,88,0.68,
37,26,37,7,11,89,0.78,
40,28,39,7,11,93,0.83,
43,30,42,7,11,99,0.83,
41,27,41,8,11,102,0.9,
35,24,35,8,11,100,0.88,
30,18,28,8,10,96,0.83,
30,14,22,8,13,95,0.74,
32,16,19,7,14,101,0.66,
33,14,22,7,14,104,0.68,
32,12,22,7,15,103,0.73,
31,11,19,7,15,100,0.74,
30,9,16,7,14,97,0.79,
30,9,12,7,13,97,0.63,
29,11,10,7,12,94,0.6,
29,10,9,7,12,92,0.58,
29,9,7,7,12,92,0.57,
30,9,7,7,11,95,0.57,
28,9,8,7,13,91,0.63,
29,11,12,7,13,92,0.66,
30,8,12,7,12,97,0.68,
32,7,13,7,10,103,0.58,
31,7,11,7,10,100,0.57,
32,8,8,7,9,101,0.54,
32,6,7,7,8,102,0.56,
32,7,7,7,8,103,0.54,
32,6,7,7,7,103,0.54,
33,5,5,7,7,105,0.56,
33,5,5,7,6,106,0.53,
33,5,5,7,6,106,0.53,
33,5,4,7,7,105,0.54,
31,5,6,7,11,99,0.66,
29,6,8,7,14,93,0.73,
29,9,10,7,14,94,0.69,
32,12,15,7,13,103,0.68,
31,15,18,7,13,98,0.63,
33,23,24,7,11,104,0.63,
37,26,31,7,11,107,0.63,
37,26,36,7,10,112,0.62,
40,28,35,7,11,110,0.62,
36,25,33,7,10,109,0.62,
37,26,31,7,11,103,0.61,
31,22,30,7,13,97,0.64,
28,19,27,8,15,91,0.73,
27,17,23,8,16,86,0.68,
26,16,23,7,15,84,0.61,
26,18,22,8,16,80,0.69,
26,18,24,8,16,79,0.7,
26,17,26,7,15,77,0.68,
24,17,24,8,15,74,0.7,
24,17,21,8,14,75,0.68,
26,18,22,8,14,74,0.68,
23,15,23,8,12,74,0.67,
22,13,19,7,12,71,0.58,
20,13,17,8,15,64,0.66,
19,12,19,8,20,57,0.67,
21,11,21,9,21,57,0.8,
23,10,23,9,22,60,0.93,
21,11,21,9,19,66,0.76,
24,10,21,9,19,78,0.81,
29,9,19,9,16,94,0.62,
32,10,16,8,15,102,0.63,
34,9,14,8,14,109,0.59,
36,9,15,8,12,115,0.57,
37,8,16,9,12,119,0.61,
37,9,15,9,14,118,0.61,
35,10,18,9,18,111,0.66,
31,11,20,8,24,100,0.64,
23,14,23,8,38,72,0.68,
28,15,28,8,40,60,0.62,
29,14,29,8,41,54,0.61,
27,16,27,8,39,46,0.63,
29,16,29,8,33,46,0.63,
27,17,27,7,32,40,0.64,
27,18,27,8,36,31,0.67,
27,15,27,8,33,30,0.67,
27,14,27,8,34,27,0.64,
28,14,28,8,32,26,0.63,
30,16,30,8,33,26,0.61,
32,16,32,8,36,23,0.59,
30,16,30,8,35,28,0.62,
30,16,30,8,29,43,0.59,
31,16,31,9,25,68,0.63,
34,18,34,9,26,92,0.63,
38,18,32,8,20,121,0.6,
45,16,27,9,16,145,0.59,
59,16,26,9,15,167,0.59,
71,16,27,9,16,177,0.6,
81,17,30,8,15,185,0.61,
80,16,29,9,16,184,0.68,
61,19,29,9,20,169,0.68,
46,19,31,8,23,148,0.7,
42,24,36,8,26,133,0.76,
44,26,44,8,26,128,0.81,
47,28,47,8,29,113,0.83,
43,26,43,8,24,97,0.81,
38,24,38,8,23,82,0.81,
36,23,36,8,27,64,0.83,
35,24,35,8,27,57,0.78,
34,24,33,8,26,47,0.79,
36,25,32,9,27,40,0.82,
40,28,35,9,32,29,0.84,
40,28,35,8,37,19,0.86,
39,27,35,8,38,17,0.88,
43,30,41,9,32,35,0.88,
41,27,41,10,24,60,0.83,
39,22,39,10,23,79,0.79,
36,18,36,10,19,112,0.82,
44,18,31,10,17,142,0.76,
58,18,32,9,15,166,0.67,
69,16,28,9,13,175,0.62,
74,17,26,8,11,179,0.57,
69,16,30,8,13,175,0.62,
56,15,28,8,17,165,0.61,
47,14,28,8,17,151,0.59,
40,17,30,8,26,127,0.61,
32,21,32,8,36,99,0.64,
37,23,37,8,45,78,0.64,
40,26,40,8,57,56,0.69,
44,27,44,8,63,45,0.74,
42,25,42,8,63,45,0.73,
44,25,44,8,57,52,0.72,
47,27,47,9,58,44,0.81,
48,29,48,9,57,41,0.86,
51,32,52,9,55,38,0.9,
53,35,56,9,59,29,0.96,
56,38,62,11,60,21,1.07,
57,36,64,13,47,31,1.14,
55,34,60,14,38,43,1.14,
55,34,60,13,32,59,1.16,
53,29,56,12,27,80,1.03,
48,25,48,11,20,114,0.88,
43,20,38,10,13,139,0.76,
46,17,30,9,10,147,0.69,
45,16,27,9,10,145,0.64,
44,15,23,9,8,142,0.6,
44,15,23,8,9,142,0.57,
44,16,24,8,11,141,0.57,
41,16,25,8,13,132,0.58,
34,19,31,8,20,109,0.61,
37,26,33,8,33,79,0.69,
41,25,41,8,40,72,0.73,
47,26,47,9,37,86,0.8,
47,27,47,9,28,90,0.79,
50,27,50,9,25,87,0.8,
48,27,48,9,25,79,0.8,
45,25,45,9,26,70,0.81,
45,24,45,9,26,63,0.86,
46,25,46,10,26,55,0.96,
45,26,45,10,26,49,1.01,
46,25,46,10,27,44,1.03,
48,25,48,10,32,37,1.04,
53,25,56,10,33,40,1.09,
54,24,57,11,28,56,1.06,
45,22,45,10,25,79,1,
42,23,42,10,19,112,0.87,
43,20,37,9,13,137,0.74,
44,18,30,9,10,140,0.64,
40,16,24,9,11,129,0.57,
40,17,24,9,13,128,0.54,
41,16,27,8,13,130,0.54,
38,17,28,8,19,122,0.53,
33,20,31,8,23,106,0.56,
39,24,39,8,29,93,0.64,
50,27,50,9,34,97,0.76,
54,31,58,9,32,94,0.83,
53,29,55,10,31,83,0.92,
50,30,50,11,27,81,0.94,
46,31,46,10,23,79,0.83,
46,27,46,10,22,73,0.8,
48,28,48,9,24,62,0.8,
47,27,47,9,23,57,0.82,
48,28,48,9,23,53,0.86,
51,27,51,9,24,51,0.89,
48,26,48,9,25,49,0.91,
48,27,48,9,27,46,0.91,
48,25,48,9,31,43,0.99,
46,24,46,9,27,52,0.93,
46,22,46,9,19,80,0.79,
38,20,38,9,14,99,0.59,
32,14,25,9,10,101,0.45,
32,13,20,8,9,102,0.4,
32,12,17,8,9,102,0.39,
29,10,16,8,9,94,0.38,
30,10,19,8,10,97,0.39,
32,8,20,8,11,101,0.42,
29,10,21,8,14,93,0.46,
25,16,23,8,19,80,0.48,
29,18,29,8,26,70,0.5,
30,17,30,8,27,68,0.5,
30,18,30,8,26,61,0.5,
29,18,29,8,22,66,0.49,
26,18,26,8,22,68,0.48,
26,16,26,9,22,67,0.49,
32,20,32,9,21,65,0.49,
28,8,28,7,9,66,0.51,
18,8,14,7,9,58,0.62,
20,9,8,7,8,63,0.68,
22,6,6,7,8,70,0.62,
23,6,6,7,9,74,0.61,
23,6,6,7,10,74,0.58,
22,5,7,7,10,69,0.54,
21,5,7,7,11,66,0.53,
19,7,7,7,11,62,0.53,
20,6,6,7,10,64,0.51,
21,6,9,7,10,66,0.51,
